,Age,AgeGeneration,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,DistanceFromHomeCategory,Education,EducationField,EmployeeCount,EmployeeEngagementScore,EmployeeNumber,EnvironmentSatisfaction,ExperiencePriorToCurrentJob,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,Overtime_Preference,PercentSalaryHike,PerformanceRating,PerformanceSatisfactionIndex,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1161,38,Millennials,No,Travel_Rarely,397,Research & Development,2,Short Distance,College,Medical,1,3.0,1638,Very High,5,Female,54,Medium,3,Manufacturing Director,High,Married,7756,14199,3,Y,Yes,1,19,Excellent,3.6666666666666665,Very High,80,1,10,6,Best,5,4,0,2
1162,35,Millennials,Yes,Travel_Rarely,737,Sales,10,Short Distance,Bachelor,Medical,1,2.6666666666666665,1639,Very High,2,Male,55,Medium,3,Sales Executive,Low,Married,10306,21530,9,Y,No,0,17,Excellent,2.6666666666666665,High,80,0,15,3,Better,13,12,6,0
1163,37,Millennials,No,Travel_Rarely,1470,Research & Development,10,Short Distance,Bachelor,Medical,1,2.3333333333333335,1640,Medium,0,Female,71,High,1,Research Scientist,Medium,Married,3936,9953,1,Y,No,0,11,Excellent,1.6666666666666667,Low,80,1,8,2,Bad,8,4,7,7
1164,40,Millennials,No,Travel_Rarely,448,Research & Development,16,Medium Distance,Bachelor,Life Sciences,1,2.6666666666666665,1641,High,14,Female,84,High,3,Manufacturing Director,Very High,Single,7945,19948,6,Y,Yes,1,15,Excellent,3.6666666666666665,Very High,80,0,18,2,Good,4,2,3,3
1165,44,Gen X,No,Travel_Frequently,602,Human Resources,1,Short Distance,Doctor,Human Resources,1,3.0,1642,Low,4,Male,37,High,2,Human Resources,Very High,Married,5743,10503,4,Y,Yes,1,11,Excellent,2.6666666666666665,High,80,0,14,3,Better,10,7,0,2
1166,48,Gen X,No,Travel_Frequently,365,Research & Development,4,Short Distance,Doctor,Medical,1,3.0,1644,High,21,Male,89,Medium,4,Manager,Very High,Married,15202,5602,2,Y,No,0,25,Outstanding,3.0,Medium,80,1,23,3,Better,2,2,2,2
1167,35,Millennials,Yes,Travel_Rarely,763,Sales,15,Medium Distance,College,Medical,1,2.0,1645,Low,5,Male,59,Low,2,Sales Executive,Very High,Divorced,5440,22098,6,Y,Yes,1,14,Excellent,3.0,Very High,80,2,7,2,Good,2,2,2,2
1168,24,Gen Z,No,Travel_Frequently,567,Research & Development,2,Short Distance,Below College,Technical Degree,1,3.0,1646,Low,0,Female,32,High,1,Research Scientist,Very High,Single,3760,17218,1,Y,Yes,1,13,Excellent,2.6666666666666665,High,80,0,6,2,Better,6,3,1,3
1169,27,Gen Z,No,Travel_Rarely,486,Research & Development,8,Short Distance,Bachelor,Medical,1,3.3333333333333335,1647,Medium,2,Female,86,Very High,1,Research Scientist,High,Married,3517,22490,7,Y,No,0,17,Excellent,2.0,Low,80,0,5,0,Better,3,2,0,2
1170,27,Gen Z,No,Travel_Frequently,591,Research & Development,2,Short Distance,Bachelor,Medical,1,2.6666666666666665,1648,Very High,2,Male,87,High,1,Research Scientist,Very High,Single,2580,6297,2,Y,No,0,13,Excellent,3.6666666666666665,High,80,0,6,0,Good,4,2,1,2
1171,40,Millennials,Yes,Travel_Rarely,1329,Research & Development,7,Short Distance,Bachelor,Life Sciences,1,2.3333333333333335,1649,Low,6,Male,73,High,1,Laboratory Technician,Low,Single,2166,3339,3,Y,Yes,1,14,Excellent,1.3333333333333333,Medium,80,0,10,3,Bad,4,2,0,3
1172,29,Millennials,No,Travel_Rarely,469,Sales,10,Short Distance,Bachelor,Medical,1,2.6666666666666665,1650,High,3,Male,42,Medium,2,Sales Executive,High,Single,5869,23413,9,Y,No,0,11,Excellent,3.0,High,80,0,8,2,Better,5,2,1,4
1173,36,Millennials,No,Travel_Rarely,711,Research & Development,5,Short Distance,Master,Life Sciences,1,3.0,1651,Medium,6,Female,42,High,3,Healthcare Representative,Low,Married,8008,22792,4,Y,No,0,12,Excellent,2.0,High,80,2,9,6,Better,3,2,0,2
1174,25,Gen Z,No,Travel_Frequently,772,Research & Development,2,Short Distance,Below College,Life Sciences,1,3.3333333333333335,1653,Very High,0,Male,77,Very High,2,Manufacturing Director,High,Divorced,5206,4973,1,Y,No,0,17,Excellent,3.3333333333333335,High,80,2,7,6,Better,7,7,0,7
1175,39,Millennials,No,Travel_Rarely,492,Research & Development,12,Medium Distance,Bachelor,Medical,1,3.3333333333333335,1654,Very High,2,Male,66,High,2,Manufacturing Director,Medium,Married,5295,7693,4,Y,No,0,21,Outstanding,3.0,High,80,0,7,3,Better,5,4,1,0
1176,49,Gen X,No,Travel_Rarely,301,Research & Development,22,Long Distance,Master,Other,1,3.0,1655,Low,23,Female,72,High,4,Research Director,Medium,Married,16413,3498,3,Y,No,0,16,Excellent,1.6666666666666667,Medium,80,2,27,2,Better,4,2,1,2
1177,50,Gen X,No,Travel_Rarely,813,Research & Development,17,Medium Distance,Doctor,Life Sciences,1,2.6666666666666665,1656,Very High,5,Female,50,Medium,3,Research Director,Low,Divorced,13269,21981,5,Y,No,0,15,Excellent,2.6666666666666665,High,80,3,19,3,Better,14,11,1,11
1178,20,Gen Z,No,Travel_Rarely,1141,Sales,2,Short Distance,Bachelor,Medical,1,3.0,1657,High,0,Female,31,High,1,Sales Representative,High,Single,2783,13251,1,Y,No,0,19,Excellent,2.3333333333333335,Low,80,0,2,3,Better,2,2,2,2
1179,34,Millennials,No,Travel_Rarely,1130,Research & Development,3,Short Distance,Bachelor,Life Sciences,1,3.0,1658,Very High,0,Female,66,High,2,Research Scientist,Medium,Divorced,5433,19332,1,Y,No,0,12,Excellent,3.0,High,80,1,11,2,Better,11,8,7,9
1180,36,Millennials,No,Travel_Rarely,311,Research & Development,7,Short Distance,Bachelor,Life Sciences,1,3.0,1659,Low,11,Male,77,High,1,Laboratory Technician,Medium,Single,2013,10950,2,Y,No,0,11,Excellent,2.0,High,80,0,15,4,Better,4,3,1,3
1181,49,Gen X,No,Travel_Rarely,465,Research & Development,6,Short Distance,Below College,Life Sciences,1,2.6666666666666665,1661,High,15,Female,41,Medium,4,Healthcare Representative,High,Married,13966,11652,2,Y,Yes,1,19,Excellent,2.6666666666666665,Medium,80,1,30,3,Better,15,11,2,12
1182,36,Millennials,No,Non-Travel,894,Research & Development,1,Short Distance,Master,Medical,1,2.6666666666666665,1662,Very High,1,Female,33,Medium,2,Manufacturing Director,High,Married,4374,15411,0,Y,No,0,15,Excellent,3.3333333333333335,High,80,0,4,6,Better,3,2,1,2
1183,36,Millennials,No,Travel_Rarely,1040,Research & Development,3,Short Distance,College,Life Sciences,1,3.6666666666666665,1664,Very High,8,Male,79,Very High,2,Healthcare Representative,Low,Divorced,6842,26308,6,Y,No,0,20,Outstanding,2.0,Low,80,1,13,3,Better,5,4,0,4
1184,54,Gen X,No,Travel_Rarely,584,Research & Development,22,Long Distance,Doctor,Medical,1,3.3333333333333335,1665,Medium,26,Female,91,High,4,Manager,High,Married,17426,18685,3,Y,No,0,25,Outstanding,2.6666666666666665,High,80,1,36,6,Better,10,8,4,7
1185,43,Millennials,No,Travel_Rarely,1291,Research & Development,15,Medium Distance,College,Life Sciences,1,3.0,1666,High,0,Male,65,Medium,4,Research Director,High,Married,17603,3525,1,Y,No,0,24,Outstanding,2.3333333333333335,Low,80,1,14,3,Better,14,10,6,11
1186,35,Millennials,Yes,Travel_Frequently,880,Sales,12,Medium Distance,Master,Other,1,3.6666666666666665,1667,Very High,2,Male,36,High,2,Sales Executive,Very High,Single,4581,10414,3,Y,Yes,1,24,Outstanding,3.0,Low,80,0,13,2,Best,11,9,6,7
1187,38,Millennials,No,Travel_Frequently,1189,Research & Development,1,Short Distance,Bachelor,Life Sciences,1,3.3333333333333335,1668,Very High,6,Male,90,High,2,Research Scientist,Very High,Married,4735,9867,7,Y,No,0,15,Excellent,4.0,Very High,80,2,19,4,Best,13,11,2,9
1188,29,Millennials,No,Travel_Rarely,991,Sales,5,Short Distance,Bachelor,Medical,1,2.3333333333333335,1669,Low,0,Male,43,Medium,2,Sales Executive,Medium,Divorced,4187,3356,1,Y,Yes,1,13,Excellent,1.6666666666666667,Medium,80,1,10,3,Good,10,0,0,9
1189,33,Millennials,No,Travel_Rarely,392,Sales,2,Short Distance,Master,Medical,1,3.0,1670,Very High,0,Male,93,High,2,Sales Executive,Very High,Divorced,5505,3921,1,Y,No,0,14,Excellent,3.6666666666666665,High,80,2,6,5,Better,6,2,0,4
1190,32,Millennials,No,Travel_Rarely,977,Research & Development,2,Short Distance,Bachelor,Medical,1,2.6666666666666665,1671,Very High,1,Male,45,High,2,Research Scientist,Medium,Divorced,5470,25518,0,Y,No,0,13,Excellent,3.0,High,80,2,10,4,Good,9,5,1,6
1191,31,Millennials,No,Travel_Rarely,1112,Sales,5,Short Distance,Master,Life Sciences,1,3.0,1673,Low,0,Female,67,High,2,Sales Executive,Very High,Married,5476,22589,1,Y,No,0,11,Excellent,2.0,Low,80,2,10,2,Better,10,0,0,2
1192,49,Gen X,No,Travel_Rarely,464,Research & Development,16,Medium Distance,Bachelor,Medical,1,2.6666666666666665,1674,Very High,15,Female,74,High,1,Laboratory Technician,Low,Divorced,2587,24941,4,Y,Yes,1,16,Excellent,2.3333333333333335,Medium,80,1,17,2,Good,2,2,2,2
1193,38,Millennials,No,Travel_Frequently,148,Research & Development,2,Short Distance,Bachelor,Medical,1,3.0,1675,Very High,0,Female,42,Medium,1,Laboratory Technician,Medium,Single,2440,23826,1,Y,No,0,22,Outstanding,2.6666666666666665,Medium,80,0,4,3,Better,4,3,3,3
1194,47,Gen X,No,Travel_Rarely,1225,Sales,2,Short Distance,Master,Life Sciences,1,3.3333333333333335,1676,Medium,26,Female,47,Very High,4,Manager,Medium,Divorced,15972,21086,6,Y,No,0,14,Excellent,2.3333333333333335,High,80,3,29,2,Better,3,2,1,2
1195,49,Gen X,No,Travel_Rarely,809,Research & Development,1,Short Distance,Bachelor,Life Sciences,1,3.0,1677,High,15,Male,36,High,4,Manager,High,Single,15379,22384,4,Y,No,0,14,Excellent,2.3333333333333335,Low,80,0,23,2,Better,8,7,0,0
1196,41,Millennials,No,Travel_Rarely,1206,Sales,23,Long Distance,College,Life Sciences,1,3.0,1678,Very High,19,Male,80,High,3,Sales Executive,High,Single,7082,11591,3,Y,Yes,1,16,Excellent,3.6666666666666665,Very High,80,0,21,2,Better,2,0,0,2
1197,20,Gen Z,No,Travel_Rarely,727,Sales,9,Short Distance,Below College,Life Sciences,1,3.0,1680,Very High,0,Male,54,High,1,Sales Representative,Low,Single,2728,21082,1,Y,No,0,11,Excellent,2.0,Low,80,0,2,3,Better,2,2,0,2
1198,33,Millennials,No,Non-Travel,530,Sales,16,Medium Distance,Bachelor,Life Sciences,1,3.3333333333333335,1681,High,1,Female,36,High,2,Sales Executive,Very High,Divorced,5368,16130,1,Y,Yes,1,25,Outstanding,3.3333333333333335,High,80,1,7,2,Better,6,5,1,2
1199,36,Millennials,No,Travel_Rarely,1351,Research & Development,26,Long Distance,Master,Life Sciences,1,2.6666666666666665,1682,Low,7,Male,80,High,2,Healthcare Representative,High,Married,5347,7419,6,Y,No,0,14,Excellent,2.0,Medium,80,2,10,2,Good,3,2,0,2
1200,44,Gen X,No,Travel_Rarely,528,Human Resources,1,Short Distance,Bachelor,Life Sciences,1,3.0,1683,High,6,Female,44,High,1,Human Resources,Very High,Divorced,3195,4167,4,Y,Yes,1,18,Excellent,2.6666666666666665,Low,80,3,8,2,Better,2,2,2,2
1201,23,Gen Z,Yes,Travel_Rarely,1320,Research & Development,8,Short Distance,Below College,Medical,1,2.6666666666666665,1684,Very High,0,Male,93,Medium,1,Laboratory Technician,High,Single,3989,20586,1,Y,Yes,1,11,Excellent,2.6666666666666665,Low,80,0,5,2,Better,5,4,1,2
1202,38,Millennials,No,Travel_Rarely,1495,Research & Development,4,Short Distance,College,Medical,1,2.6666666666666665,1687,Very High,7,Female,87,High,1,Laboratory Technician,High,Married,3306,26176,7,Y,No,0,19,Excellent,3.6666666666666665,Very High,80,1,7,5,Good,0,0,0,0
1203,53,Gen X,No,Travel_Rarely,1395,Research & Development,24,Long Distance,Master,Medical,1,3.3333333333333335,1689,Medium,7,Male,48,Very High,3,Healthcare Representative,Very High,Married,7005,3458,3,Y,No,0,15,Excellent,3.0,High,80,0,11,2,Better,4,3,1,2
1204,48,Gen X,Yes,Travel_Frequently,708,Sales,7,Short Distance,College,Medical,1,3.0,1691,Very High,10,Female,95,High,1,Sales Representative,High,Married,2655,11740,2,Y,Yes,1,11,Excellent,3.3333333333333335,High,80,2,19,3,Better,9,7,7,7
1205,32,Millennials,Yes,Travel_Rarely,1259,Research & Development,2,Short Distance,Master,Life Sciences,1,3.0,1692,Very High,0,Male,95,High,1,Laboratory Technician,Medium,Single,1393,24852,1,Y,No,0,12,Excellent,2.3333333333333335,Low,80,0,1,2,Better,1,0,0,0
1206,26,Gen Z,No,Non-Travel,786,Research & Development,7,Short Distance,Bachelor,Medical,1,3.3333333333333335,1693,Very High,0,Male,76,High,1,Laboratory Technician,Very High,Single,2570,11925,1,Y,No,0,20,Outstanding,3.6666666666666665,High,80,0,7,5,Better,7,7,5,7
1207,55,Gen X,No,Travel_Rarely,1441,Research & Development,22,Long Distance,Bachelor,Technical Degree,1,2.6666666666666665,1694,Low,4,Male,94,Medium,1,Research Scientist,Medium,Divorced,3537,23737,5,Y,No,0,12,Excellent,2.3333333333333335,Very High,80,1,8,1,Better,4,2,1,2
1208,34,Millennials,No,Travel_Rarely,1157,Research & Development,5,Short Distance,College,Medical,1,3.0,1696,Medium,0,Male,57,Medium,2,Laboratory Technician,Very High,Married,3986,11912,1,Y,No,0,14,Excellent,3.0,High,80,1,15,3,Best,15,10,4,13
1209,60,Boomers II (a/k/a Generation Jones)*,No,Travel_Rarely,370,Research & Development,1,Short Distance,Master,Medical,1,3.0,1697,High,18,Male,92,Low,3,Healthcare Representative,Very High,Divorced,10883,20467,3,Y,No,0,20,Outstanding,3.3333333333333335,High,80,1,19,2,Best,1,0,0,0
1210,33,Millennials,No,Travel_Rarely,267,Research & Development,21,Long Distance,Bachelor,Medical,1,3.3333333333333335,1698,Medium,0,Male,79,Very High,1,Laboratory Technician,Medium,Married,2028,13637,1,Y,No,0,18,Excellent,2.6666666666666665,Very High,80,3,14,6,Better,14,11,2,13
1211,37,Millennials,No,Travel_Frequently,1278,Sales,1,Short Distance,Master,Medical,1,2.0,1700,High,0,Male,31,Low,2,Sales Executive,Very High,Divorced,9525,7677,1,Y,No,0,14,Excellent,3.3333333333333335,High,80,2,6,2,Good,6,3,1,3
1212,34,Millennials,No,Travel_Rarely,678,Research & Development,19,Medium Distance,Bachelor,Life Sciences,1,2.6666666666666665,1701,Medium,0,Female,35,Medium,1,Research Scientist,Very High,Married,2929,20338,1,Y,No,0,12,Excellent,2.6666666666666665,Medium,80,0,10,3,Better,10,9,8,7
1213,23,Gen Z,Yes,Travel_Rarely,427,Sales,7,Short Distance,Bachelor,Life Sciences,1,3.3333333333333335,1702,High,0,Male,99,High,1,Sales Representative,Very High,Divorced,2275,25103,1,Y,Yes,1,21,Outstanding,3.0,Medium,80,1,3,2,Better,3,2,0,2
1214,44,Gen X,No,Travel_Rarely,921,Research & Development,2,Short Distance,Bachelor,Life Sciences,1,3.3333333333333335,1703,High,1,Female,96,Very High,3,Healthcare Representative,Very High,Married,7879,14810,1,Y,Yes,1,19,Excellent,3.0,Medium,80,1,9,2,Better,8,7,6,7
1215,35,Millennials,No,Travel_Frequently,146,Research & Development,2,Short Distance,Master,Medical,1,3.0,1704,Low,1,Male,79,Medium,1,Research Scientist,Very High,Single,4930,13970,0,Y,Yes,1,14,Excellent,2.6666666666666665,High,80,0,6,2,Best,5,4,1,4
1216,43,Millennials,No,Travel_Rarely,1179,Sales,2,Short Distance,Bachelor,Medical,1,3.0,1706,Very High,0,Male,73,High,2,Sales Executive,Very High,Married,7847,6069,1,Y,Yes,1,17,Excellent,3.0,Low,80,1,10,3,Better,10,9,8,8
1217,24,Gen Z,No,Travel_Rarely,581,Research & Development,9,Short Distance,Bachelor,Medical,1,3.3333333333333335,1707,High,0,Male,62,Very High,1,Research Scientist,High,Married,4401,17616,1,Y,No,0,16,Excellent,3.3333333333333335,Very High,80,1,5,1,Better,5,3,0,4
1218,41,Millennials,No,Travel_Rarely,918,Sales,6,Short Distance,Bachelor,Marketing,1,3.0,1708,Very High,0,Male,35,High,3,Sales Executive,High,Single,9241,15869,1,Y,No,0,12,Excellent,3.0,Medium,80,0,10,3,Better,10,8,8,7
1219,29,Millennials,No,Travel_Rarely,1082,Research & Development,9,Short Distance,Master,Medical,1,3.0,1709,Very High,4,Female,43,High,1,Laboratory Technician,High,Married,2974,25412,9,Y,No,0,17,Excellent,3.3333333333333335,High,80,1,9,2,Better,5,3,1,2
1220,36,Millennials,No,Travel_Rarely,530,Sales,2,Short Distance,Master,Life Sciences,1,2.6666666666666665,1710,High,4,Female,51,High,2,Sales Representative,Very High,Single,4502,7439,3,Y,No,0,15,Excellent,3.3333333333333335,High,80,0,17,2,Good,13,7,6,7
1221,45,Gen X,No,Non-Travel,1238,Research & Development,1,Short Distance,Below College,Life Sciences,1,2.6666666666666665,1712,High,2,Male,74,Medium,3,Healthcare Representative,High,Married,10748,3395,3,Y,No,0,23,Outstanding,3.3333333333333335,Very High,80,1,25,3,Good,23,15,14,4
1222,24,Gen Z,Yes,Travel_Rarely,240,Human Resources,22,Long Distance,Below College,Human Resources,1,2.3333333333333335,1714,Very High,0,Male,58,Low,1,Human Resources,High,Married,1555,11585,1,Y,No,0,11,Excellent,3.3333333333333335,High,80,1,1,2,Better,1,0,0,0
1223,47,Gen X,Yes,Travel_Frequently,1093,Sales,9,Short Distance,Bachelor,Life Sciences,1,1.6666666666666667,1716,High,2,Male,82,Low,4,Sales Executive,High,Married,12936,24164,7,Y,No,0,11,Excellent,3.0,High,80,0,25,3,Bad,23,5,14,10
1224,26,Gen Z,No,Travel_Rarely,390,Research & Development,17,Medium Distance,Master,Medical,1,2.6666666666666665,1718,Very High,0,Male,62,Low,1,Laboratory Technician,High,Married,2305,6217,1,Y,No,0,15,Excellent,3.3333333333333335,High,80,3,3,3,Best,3,2,0,2
1225,45,Gen X,No,Travel_Rarely,1005,Research & Development,28,Long Distance,College,Technical Degree,1,2.6666666666666665,1719,Very High,0,Female,48,Medium,4,Research Director,Medium,Single,16704,17119,1,Y,No,0,11,Excellent,3.0,High,80,0,21,2,Better,21,6,8,6
1226,32,Millennials,No,Travel_Frequently,585,Research & Development,10,Short Distance,Bachelor,Life Sciences,1,2.6666666666666665,1720,Low,5,Male,56,High,1,Research Scientist,High,Married,3433,17360,6,Y,No,0,13,Excellent,1.6666666666666667,Low,80,1,10,3,Good,5,2,1,3
1227,31,Millennials,No,Travel_Rarely,741,Research & Development,2,Short Distance,Master,Life Sciences,1,3.3333333333333335,1721,Medium,1,Male,69,High,1,Laboratory Technician,High,Married,3477,18103,1,Y,No,0,14,Excellent,3.0,Very High,80,1,6,2,Best,5,2,0,3
1228,41,Millennials,No,Non-Travel,552,Human Resources,4,Short Distance,Bachelor,Human Resources,1,2.3333333333333335,1722,High,7,Male,60,Low,2,Human Resources,Medium,Married,6430,20794,6,Y,No,0,19,Excellent,2.3333333333333335,Medium,80,1,10,4,Better,3,2,1,2
1229,40,Millennials,No,Travel_Rarely,369,Research & Development,8,Short Distance,College,Life Sciences,1,3.0,1724,Medium,17,Female,92,High,2,Manufacturing Director,Low,Married,6516,5041,2,Y,Yes,1,16,Excellent,1.6666666666666667,Medium,80,1,18,3,Better,1,0,0,0
1230,24,Gen Z,No,Travel_Rarely,506,Research & Development,29,Long Distance,Below College,Medical,1,3.3333333333333335,1725,Medium,0,Male,91,High,1,Laboratory Technician,Low,Divorced,3907,3622,1,Y,No,0,13,Excellent,1.6666666666666667,Medium,80,3,6,2,Best,6,2,1,2
1231,46,Gen X,No,Travel_Rarely,717,Research & Development,13,Medium Distance,Master,Life Sciences,1,3.0,1727,High,9,Male,34,High,2,Healthcare Representative,Medium,Single,5562,9697,6,Y,No,0,14,Excellent,3.0,Very High,80,0,19,3,Better,10,7,0,9
1232,35,Millennials,No,Travel_Rarely,1370,Research & Development,27,Long Distance,Master,Life Sciences,1,3.0,1728,Very High,10,Male,49,High,2,Manufacturing Director,High,Married,6883,5151,2,Y,No,0,16,Excellent,3.0,Medium,80,1,17,3,Better,7,7,0,7
1233,30,Millennials,No,Travel_Rarely,793,Research & Development,16,Medium Distance,Below College,Life Sciences,1,2.6666666666666665,1729,Medium,0,Male,33,High,1,Research Scientist,Very High,Married,2862,3811,1,Y,No,0,12,Excellent,2.6666666666666665,Medium,80,1,10,2,Good,10,0,0,8
1234,47,Gen X,No,Non-Travel,543,Sales,2,Short Distance,Master,Marketing,1,2.3333333333333335,1731,High,3,Male,87,High,2,Sales Executive,Medium,Married,4978,3536,7,Y,No,0,11,Excellent,3.0,Very High,80,1,4,3,Bad,1,0,0,0
1235,46,Gen X,No,Travel_Rarely,1277,Sales,2,Short Distance,Bachelor,Life Sciences,1,2.6666666666666665,1732,High,3,Male,74,High,3,Sales Executive,Very High,Divorced,10368,5596,4,Y,Yes,1,12,Excellent,3.0,Medium,80,1,13,5,Good,10,6,0,3
1236,36,Millennials,Yes,Travel_Rarely,1456,Sales,13,Medium Distance,Doctor,Marketing,1,2.6666666666666665,1733,Medium,14,Male,96,Medium,2,Sales Executive,Low,Divorced,6134,8658,5,Y,Yes,1,13,Excellent,1.6666666666666667,Medium,80,3,16,3,Better,2,2,2,2
1237,32,Millennials,Yes,Travel_Rarely,964,Sales,1,Short Distance,College,Life Sciences,1,2.3333333333333335,1734,Low,10,Male,34,Low,2,Sales Executive,Medium,Single,6735,12147,6,Y,No,0,15,Excellent,1.6666666666666667,Medium,80,0,10,2,Better,0,0,0,0
1238,23,Gen Z,No,Travel_Rarely,160,Research & Development,4,Short Distance,Below College,Medical,1,2.3333333333333335,1735,High,0,Female,51,High,1,Laboratory Technician,Medium,Single,3295,12862,1,Y,No,0,13,Excellent,2.6666666666666665,High,80,0,3,3,Bad,3,2,1,2
1239,31,Millennials,No,Travel_Frequently,163,Research & Development,24,Long Distance,Below College,Technical Degree,1,3.0,1736,Very High,4,Female,30,High,2,Manufacturing Director,Very High,Single,5238,6670,2,Y,No,0,20,Outstanding,4.0,Very High,80,0,9,3,Good,5,4,1,4
1240,39,Millennials,No,Non-Travel,792,Research & Development,1,Short Distance,Bachelor,Life Sciences,1,3.0,1737,Very High,0,Male,77,High,2,Laboratory Technician,Very High,Married,6472,8989,1,Y,Yes,1,15,Excellent,4.0,Very High,80,1,9,2,Better,9,8,5,8
1241,32,Millennials,No,Travel_Rarely,371,Sales,19,Medium Distance,Bachelor,Life Sciences,1,1.6666666666666667,1739,Very High,6,Male,80,Low,3,Sales Executive,High,Married,9610,3840,3,Y,No,0,13,Excellent,3.3333333333333335,High,80,1,10,2,Bad,4,3,0,2
1242,40,Millennials,No,Travel_Rarely,611,Sales,7,Short Distance,Master,Medical,1,2.6666666666666665,1740,Medium,0,Male,88,High,5,Manager,Medium,Single,19833,4349,1,Y,No,0,14,Excellent,2.0,Medium,80,0,21,3,Good,21,8,12,8
1243,45,Gen X,No,Travel_Rarely,176,Human Resources,4,Short Distance,Bachelor,Life Sciences,1,3.0,1744,High,4,Female,56,Low,3,Human Resources,High,Married,9756,6595,4,Y,No,0,21,Outstanding,3.0,High,80,2,9,2,Best,5,0,0,3
1244,30,Millennials,No,Travel_Frequently,1312,Research & Development,2,Short Distance,Master,Technical Degree,1,2.6666666666666665,1745,Very High,1,Female,78,Medium,1,Research Scientist,Low,Single,4968,26427,0,Y,No,0,16,Excellent,3.0,Very High,80,0,10,2,Better,9,7,0,7
1245,24,Gen Z,No,Travel_Frequently,897,Human Resources,10,Short Distance,Bachelor,Medical,1,3.0,1746,Low,1,Male,59,High,1,Human Resources,Very High,Married,2145,2097,0,Y,No,0,14,Excellent,3.0,Very High,80,1,3,2,Better,2,2,2,1
1246,30,Millennials,Yes,Travel_Frequently,600,Human Resources,8,Short Distance,Bachelor,Human Resources,1,2.3333333333333335,1747,High,2,Female,66,Medium,1,Human Resources,Very High,Divorced,2180,9732,6,Y,No,0,11,Excellent,3.3333333333333335,High,80,1,6,0,Good,4,2,1,2
1247,31,Millennials,No,Travel_Rarely,1003,Sales,5,Short Distance,Bachelor,Technical Degree,1,3.0,1749,Low,1,Male,51,High,2,Sales Executive,High,Married,8346,20943,1,Y,No,0,19,Excellent,2.3333333333333335,High,80,1,6,3,Better,5,2,0,2
1248,27,Gen Z,No,Travel_Rarely,1054,Research & Development,8,Short Distance,Bachelor,Medical,1,2.6666666666666665,1751,High,0,Female,67,High,1,Research Scientist,Very High,Single,3445,6152,1,Y,No,0,11,Excellent,3.3333333333333335,High,80,0,6,5,Good,6,2,1,4
1249,29,Millennials,Yes,Travel_Rarely,428,Sales,9,Short Distance,Bachelor,Marketing,1,2.3333333333333335,1752,Medium,0,Female,52,Low,1,Sales Representative,Medium,Single,2760,14630,1,Y,No,0,13,Excellent,2.3333333333333335,High,80,0,2,3,Better,2,2,2,2
1250,29,Millennials,No,Travel_Frequently,461,Research & Development,1,Short Distance,Bachelor,Life Sciences,1,3.6666666666666665,1753,Very High,7,Male,70,Very High,2,Healthcare Representative,High,Single,6294,23060,8,Y,Yes,1,12,Excellent,3.6666666666666665,Very High,80,0,10,5,Best,3,2,0,2
1251,30,Millennials,No,Travel_Rarely,979,Sales,15,Medium Distance,College,Marketing,1,2.6666666666666665,1754,High,5,Male,94,Medium,3,Sales Executive,Low,Divorced,7140,3088,2,Y,No,0,11,Excellent,1.6666666666666667,Low,80,1,12,2,Better,7,7,1,7
1252,34,Millennials,No,Travel_Rarely,181,Research & Development,2,Short Distance,Master,Medical,1,3.3333333333333335,1755,Very High,1,Male,97,Very High,1,Research Scientist,Very High,Married,2932,5586,0,Y,Yes,1,14,Excellent,3.0,Low,80,3,6,3,Better,5,0,1,2
1253,33,Millennials,No,Non-Travel,1283,Sales,2,Short Distance,Bachelor,Marketing,1,2.6666666666666665,1756,Very High,2,Female,62,High,2,Sales Executive,Medium,Single,5147,10697,8,Y,No,0,15,Excellent,3.3333333333333335,Very High,80,0,13,2,Good,11,7,1,7
1254,49,Gen X,No,Travel_Rarely,1313,Sales,11,Medium Distance,Master,Marketing,1,3.3333333333333335,1757,Very High,3,Female,80,High,2,Sales Executive,Very High,Single,4507,8191,3,Y,No,0,12,Excellent,3.6666666666666665,High,80,0,8,1,Best,5,1,0,4
1255,33,Millennials,Yes,Travel_Rarely,211,Sales,16,Medium Distance,Bachelor,Life Sciences,1,3.0,1758,Low,11,Female,74,High,3,Sales Executive,Low,Single,8564,10092,2,Y,Yes,1,20,Outstanding,1.6666666666666667,High,80,0,11,2,Good,0,0,0,0
1256,38,Millennials,No,Travel_Frequently,594,Research & Development,2,Short Distance,College,Medical,1,2.3333333333333335,1760,High,3,Female,75,Medium,1,Laboratory Technician,Medium,Married,2468,15963,4,Y,No,0,14,Excellent,2.3333333333333335,Medium,80,1,9,4,Good,6,1,0,5
1257,31,Millennials,Yes,Travel_Rarely,1079,Sales,16,Medium Distance,Master,Marketing,1,3.0,1761,Low,9,Male,70,High,3,Sales Executive,High,Married,8161,19002,2,Y,No,0,13,Excellent,1.6666666666666667,Low,80,3,10,2,Better,1,0,0,0
